PROVNUM,day_of_week,CNA_contract_hours_mean,CNA_contract_hours_min,CNA_contract_hours_max
335328,Monday,86.60769230769232,42.74,123.87
335023,Monday,86.34615384615384,68.75,112.0
335796,Tuesday,86.32692307692308,58.0,111.5
335758,Saturday,86.3076923076923,46.5,118.0
335156,Monday,86.11538461538461,51.5,124.0
335571,Saturday,86.03846153846153,63.75,106.0
335834,Thursday,85.98076923076923,31.75,116.75
335744,Wednesday,85.76923076923077,64.5,116.0
335156,Friday,85.57692307692308,51.25,113.5
335254,Monday,85.38461538461539,63.5,131.5
335719,Sunday,85.32076923076923,45.25,120.0
335515,Sunday,85.28846153846153,63.5,127.25
335789,Thursday,85.19846153846153,47.72,121.93
335387,Wednesday,85.1723076923077,47.27,104.05
335484,Thursday,85.1723076923077,60.2,123.44
335723,Monday,85.02692307692307,63.9,107.67
335744,Monday,84.96153846153847,43.5,109.5
335156,Sunday,84.6923076923077,42.75,117.75
335292,Saturday,84.5,49.75,120.0
335127,Sunday,84.38461538461539,48.75,123.75
335523,Sunday,84.28846153846153,36.75,128.0
335050,Saturday,84.1923076923077,28.0,153.25
335405,Thursday,84.0576923076923,47.75,128.5
335357,Sunday,84.00615384615384,38.5,146.0
335799,Thursday,84.0,65.75,96.0
335703,Sunday,84.0,53.5,136.25
335459,Monday,83.91923076923078,57.0,103.0
335799,Tuesday,83.75,64.0,101.0
335819,Saturday,83.73461538461538,44.63,117.09
335338,Sunday,83.4423076923077,45.0,114.5
335830,Saturday,83.37769230769231,32.44,150.42
335254,Friday,83.36538461538461,63.5,101.5
335834,Wednesday,83.17307692307692,60.0,117.0
335772,Sunday,83.07692307692308,48.75,118.5
335515,Tuesday,82.69846153846153,49.75,108.75
335734,Tuesday,82.61538461538461,60.75,121.5
335196,Saturday,82.5576923076923,50.25,106.75
335484,Saturday,82.41,54.25,105.99
335156,Tuesday,82.13461538461539,59.25,116.25
335187,Sunday,81.90538461538462,35.75,128.46
335772,Saturday,81.76923076923077,42.75,147.0
335156,Wednesday,81.63461538461539,48.25,108.75
335557,Friday,81.57692307692308,63.5,113.75
335484,Wednesday,81.46538461538461,59.88,105.59
335571,Friday,81.40384615384616,56.75,108.25
335734,Friday,81.15384615384616,52.0,129.75
335758,Sunday,81.07692307692308,32.0,113.5
335559,Monday,81.0576923076923,44.75,115.25
335656,Monday,81.04307692307692,58.0,110.32
335788,Wednesday,80.69384615384615,53.06,113.95
335265,Monday,80.53846153846153,43.75,119.25
335806,Friday,80.25153846153846,49.35,124.04
335746,Friday,80.1923076923077,56.5,109.5
335254,Wednesday,79.92307692307692,54.75,103.0
335361,Saturday,79.55153846153847,39.33,102.19
335796,Monday,79.48076923076923,44.25,101.75
335491,Tuesday,79.4423076923077,15.5,112.5
335801,Wednesday,79.38846153846154,61.69,88.31
335361,Tuesday,79.12461538461538,44.75,112.4
335789,Monday,78.96461538461539,44.53,107.23
335074,Thursday,78.73538461538462,54.04,111.16
335788,Tuesday,78.68384615384615,57.36,97.39
335292,Thursday,78.63461538461539,63.0,102.5
335212,Friday,78.53769230769231,51.5,103.13
335405,Monday,78.48076923076923,36.75,119.75
335843,Friday,78.37153846153846,51.66,102.68
335432,Friday,78.2776923076923,43.92,108.65
335015,Wednesday,77.93076923076923,58.14,111.0
335746,Thursday,77.84615384615384,42.75,112.75
335432,Saturday,77.77076923076923,51.0,106.0
335505,Tuesday,77.72769230769231,53.52,133.54
335212,Saturday,77.71538461538461,42.45,121.83
335812,Saturday,77.67307692307692,43.5,119.5
335801,Monday,77.5646153846154,37.19,101.41
335015,Friday,77.46000000000001,45.08,112.89
335789,Friday,77.43538461538462,47.41,102.05
335472,Thursday,77.36538461538461,50.0,102.75
335491,Monday,77.28846153846153,36.75,119.0
335491,Saturday,77.25,38.5,126.5
335834,Friday,76.98076923076923,55.25,113.5
335656,Friday,76.92923076923077,60.6,95.27
335387,Thursday,76.66692307692307,47.67,119.54
335387,Sunday,76.6076923076923,55.49,113.06
335373,Sunday,76.3076923076923,57.5,95.5
335541,Thursday,76.09615384615384,51.5,103.75
335734,Wednesday,75.96153846153847,52.25,101.25
335505,Friday,75.94076923076923,42.06,123.79
335387,Monday,75.86384615384615,59.56,88.4
335432,Tuesday,75.84615384615384,58.13,91.38
335833,Monday,75.83076923076923,46.47,105.09
335801,Tuesday,75.80153846153846,53.44,94.88
335023,Friday,75.65384615384616,55.5,89.0
335357,Friday,75.63538461538461,47.5,109.5
335091,Tuesday,75.63461538461539,58.25,104.0
335786,Friday,75.56,48.32,89.89
335292,Wednesday,75.5,63.75,100.75
335050,Tuesday,75.48076923076923,14.5,161.5
335796,Thursday,75.4423076923077,61.0,95.25
335505,Saturday,75.39153846153846,52.54,103.79
335050,Thursday,75.26923076923077,22.0,133.0
335254,Sunday,75.09615384615384,36.25,99.75
335559,Sunday,74.92307692307692,46.75,97.5
335399,Friday,74.59615384615384,48.75,114.25
335461,Saturday,74.43153846153847,54.5,92.5
335559,Friday,74.17307692307692,49.25,95.75
335014,Thursday,74.15384615384616,57.75,104.75
335746,Tuesday,74.03846153846153,55.5,96.5
335788,Sunday,73.9223076923077,32.87,121.57
335799,Wednesday,73.88461538461539,52.75,94.75
335505,Thursday,73.8623076923077,37.29,142.04
335226,Sunday,73.81,29.57,130.25
335557,Monday,73.8076923076923,45.0,96.25
335830,Monday,73.8076923076923,11.56,129.06
335074,Monday,73.78307692307693,47.27,104.44
335399,Thursday,73.76923076923077,46.25,96.75
335843,Sunday,73.68769230769232,50.58,110.5
335074,Tuesday,73.66846153846153,24.44,112.24
335746,Wednesday,73.5576923076923,44.5,104.5
335796,Friday,73.51923076923077,43.75,113.5
335197,Thursday,73.3076923076923,27.0,134.5
335788,Monday,72.93461538461538,49.24,100.9
335461,Friday,72.91230769230769,61.67,85.31
335637,Tuesday,72.47769230769231,53.15,94.45
335806,Wednesday,72.39692307692307,49.78,89.52
335074,Saturday,72.35692307692308,44.46,97.33
335030,Tuesday,71.86538461538461,44.25,96.0
335830,Thursday,71.68384615384615,33.24,112.34
335861,Saturday,71.67384615384616,46.76,98.05
335806,Saturday,71.53307692307692,38.98,99.77
335197,Friday,71.46000000000001,33.5,110.48
335091,Wednesday,71.4423076923077,44.25,91.25
335091,Thursday,71.3076923076923,36.5,98.0
335050,Sunday,71.28846153846153,7.25,110.0
335196,Friday,71.25,56.5,79.25
335833,Wednesday,71.14538461538461,51.47,85.79
335656,Sunday,70.96923076923078,57.96,88.49
335074,Wednesday,70.91615384615385,43.08,124.09
335843,Saturday,70.89615384615385,42.01,89.74
335132,Saturday,70.85230769230769,30.25,129.75
335843,Monday,70.84846153846154,37.79,97.91
335163,Saturday,70.8076923076923,30.75,117.75
335292,Tuesday,70.75,55.0,89.0
335261,Sunday,70.71076923076923,33.67,124.67
335292,Sunday,70.59615384615384,46.75,94.25
335788,Thursday,70.54461538461538,50.11,87.74
335487,Thursday,70.53846153846153,50.5,89.25
335843,Tuesday,70.4223076923077,30.34,108.72
335074,Friday,70.24461538461539,38.24,87.35
335821,Sunday,70.19846153846154,31.15,97.83
335557,Sunday,70.1923076923077,44.75,93.5
335361,Thursday,69.98461538461538,34.48,106.0
335432,Sunday,69.85692307692308,47.93,83.93
335806,Thursday,69.61615384615385,43.3,84.71
335541,Tuesday,69.59615384615384,52.25,88.75
335559,Wednesday,69.51923076923077,35.75,99.5
335830,Sunday,69.51692307692308,25.86,105.64
335187,Saturday,69.36846153846153,29.25,130.25
335232,Thursday,69.3323076923077,28.24,98.32
335830,Wednesday,69.18692307692308,15.2,121.66
335806,Tuesday,69.18153846153847,37.07,96.99
335232,Wednesday,69.12307692307692,34.27,97.53
335819,Tuesday,69.01769230769231,22.79,129.0
335819,Thursday,68.90615384615384,45.54,99.92
335361,Wednesday,68.77,39.82,101.88
335583,Thursday,68.76153846153846,7.25,123.25
335361,Sunday,68.68769230769232,41.14,93.16
335187,Tuesday,68.53999999999999,23.75,116.5
335484,Monday,68.49384615384615,51.61,91.88
335014,Tuesday,68.40384615384616,49.75,94.0
335559,Thursday,68.38461538461539,37.0,108.25
335775,Thursday,68.28846153846153,53.25,93.5
335719,Saturday,68.21153846153847,39.25,102.0
335812,Sunday,68.20153846153846,6.5,181.0
335753,Tuesday,68.1376923076923,51.71,94.26
335636,Wednesday,68.10538461538462,48.24,92.55
335091,Saturday,67.98076923076923,38.5,95.25
335806,Monday,67.96230769230769,51.43,83.3
335226,Saturday,67.75846153846155,15.31,128.71
335373,Saturday,67.59461538461538,42.25,113.93
335833,Thursday,67.48,52.72,82.86
335539,Friday,67.46384615384615,0.0,123.15
335541,Friday,67.46153846153847,39.25,87.5
335472,Friday,67.36538461538461,35.5,91.5
335682,Tuesday,67.32692307692308,43.75,88.75
335637,Thursday,67.29307692307692,52.08,86.85
335461,Tuesday,67.1076923076923,42.83,93.07
335091,Sunday,66.67307692307692,39.0,94.5
335833,Sunday,66.46384615384615,40.72,85.6
335487,Tuesday,66.4423076923077,14.5,103.25
335261,Saturday,66.40923076923076,0.0,121.75
335014,Wednesday,66.3076923076923,51.5,82.75
335559,Tuesday,66.28846153846153,29.5,88.0
335833,Saturday,66.22461538461538,40.1,78.7
335484,Sunday,66.2223076923077,29.1,81.67
335487,Wednesday,66.17307692307692,40.5,93.5
335753,Wednesday,66.01846153846154,42.5,84.62
335197,Wednesday,65.95692307692308,28.75,113.0
335719,Monday,65.89076923076924,38.0,89.33
335758,Monday,65.88461538461539,46.75,108.75
335746,Monday,65.63461538461539,47.5,94.5
335432,Monday,65.59615384615384,42.66,90.75
335758,Wednesday,65.48076923076923,40.0,87.0
335637,Friday,65.42846153846153,35.35,91.93
335861,Thursday,65.30461538461539,50.05,82.8
335833,Tuesday,65.19538461538461,36.56,86.93
335637,Monday,65.05384615384615,47.46,82.4
335801,Friday,64.98230769230769,42.76,84.95
335092,Thursday,64.80076923076923,45.5,84.0
335248,Sunday,64.71153846153847,45.75,89.25
335751,Saturday,64.65384615384616,43.5,94.25
335837,Monday,64.61538461538461,37.25,98.5
335751,Monday,64.53846153846153,29.0,94.25
335413,Saturday,64.46153846153847,29.5,85.0
335775,Tuesday,64.34615384615384,29.25,96.5
335861,Sunday,64.29615384615384,30.7,82.65
335491,Sunday,64.13461538461539,29.5,110.0
335175,Thursday,64.08384615384615,39.5,97.5
335505,Wednesday,64.08,33.5,123.25
335394,Thursday,64.07692307692308,51.5,88.5
335399,Saturday,63.94230769230769,33.5,88.75
335539,Thursday,63.93,0.0,105.45
335296,Thursday,63.90384615384615,0.0,184.0
335288,Wednesday,63.89692307692307,34.1,85.28
335810,Wednesday,63.84153846153846,0.0,130.68
335425,Thursday,63.71153846153846,38.5,92.25
335091,Monday,63.65384615384615,31.25,90.25
335655,Saturday,63.63461538461539,37.25,93.0
335292,Monday,63.57692307692308,35.75,76.75
335399,Wednesday,63.48076923076923,42.5,88.0
335636,Saturday,63.386153846153846,36.99,81.74
335810,Tuesday,63.30153846153847,21.17,143.41
335806,Sunday,63.26615384615385,35.08,104.0
335472,Saturday,63.17307692307692,30.75,107.5
335833,Friday,63.07307692307692,43.0,75.07
335461,Thursday,63.027692307692305,45.5,84.82
335819,Sunday,62.98461538461538,22.69,89.4
335399,Monday,62.96153846153846,28.25,90.25
335751,Sunday,62.691538461538464,36.25,79.75
335357,Wednesday,62.52384615384615,27.75,88.66
335682,Thursday,62.5,30.25,108.75
335030,Wednesday,62.44230769230769,33.5,84.75
335837,Tuesday,62.26923076923077,41.25,91.25
335758,Friday,62.03846153846154,39.5,94.75
335505,Monday,61.97923076923077,37.77,117.77
335030,Thursday,61.90384615384615,40.25,88.5
335472,Sunday,61.80769230769231,41.5,92.25
335306,Tuesday,61.67307692307692,43.5,75.0
335506,Friday,61.61538461538461,42.25,79.5
335412,Tuesday,61.51923076923077,25.5,84.5
335288,Monday,61.472307692307695,35.95,88.82
335030,Monday,61.40384615384615,25.5,85.25
335837,Wednesday,61.15384615384615,31.5,90.5
335801,Thursday,61.144615384615385,38.46,78.98
335830,Tuesday,61.04,10.96,97.07
335232,Friday,60.97538461538462,22.24,88.81
335637,Wednesday,60.74153846153846,44.57,87.43
335459,Saturday,60.69230769230769,41.5,81.0
335505,Sunday,60.66769230769231,31.63,97.52
335632,Friday,60.65384615384615,38.75,83.25
335394,Tuesday,60.46153846153846,34.75,83.75
335837,Friday,60.34615384615385,14.0,85.5
335751,Wednesday,60.30769230769231,36.25,79.75
335789,Saturday,60.25153846153846,31.26,92.65
335655,Friday,60.07692307692308,35.25,95.75
335405,Saturday,60.03846153846154,43.0,91.5
335819,Wednesday,59.83307692307692,27.27,79.04
335212,Monday,59.79846153846154,28.7,87.0
335801,Saturday,59.77461538461539,42.26,87.01
335583,Tuesday,59.69230769230769,14.5,92.75
335357,Monday,59.66692307692308,32.0,96.17
335175,Friday,59.62307692307692,46.0,95.93
335091,Friday,59.57692307692308,22.75,96.75
335425,Saturday,59.5,32.75,81.0
335271,Saturday,59.46153846153846,20.5,97.5
335796,Sunday,59.44230769230769,46.5,78.0
335199,Thursday,59.41307692307692,42.42,83.52
335199,Friday,59.30384615384616,34.59,82.04
335412,Friday,59.26923076923077,37.75,84.75
335232,Tuesday,59.14153846153847,14.52,96.86
335212,Sunday,59.12615384615385,15.0,119.92
335403,Friday,59.02461538461538,42.35,70.52
335357,Tuesday,59.00076923076923,23.75,85.0
335751,Tuesday,58.98076923076923,40.25,72.5
335199,Saturday,58.980000000000004,32.27,96.45
335506,Thursday,58.82692307692308,42.0,89.0
335775,Saturday,58.82692307692308,30.25,80.75
335212,Thursday,58.80461538461539,42.75,100.62
335175,Saturday,58.79384615384615,45.0,75.5
335288,Saturday,58.783076923076926,36.36,84.27
335636,Thursday,58.76307692307692,21.68,84.58
335837,Thursday,58.75,22.75,90.25
335248,Tuesday,58.73076923076923,44.75,95.75
335767,Friday,58.723076923076924,36.6,88.7
335609,Wednesday,58.69230769230769,45.75,78.0
335296,Wednesday,58.63461538461539,0.0,157.5
335399,Tuesday,58.51923076923077,32.0,91.75
335050,Friday,58.23076923076923,7.25,95.0
335775,Wednesday,58.21153846153846,35.5,82.0
335403,Wednesday,58.120000000000005,35.59,88.76
335357,Thursday,58.02307692307692,33.0,85.0
335412,Saturday,57.98076923076923,38.0,88.25
335656,Tuesday,57.95615384615384,25.5,82.5
335261,Monday,57.93538461538461,28.25,112.5
335786,Wednesday,57.66692307692308,19.1,89.91
335288,Sunday,57.62461538461538,43.65,75.24
335571,Sunday,57.38461538461539,36.25,71.5
335810,Monday,57.37307692307692,2.0,128.58
335472,Monday,57.32692307692308,29.0,98.25
335487,Friday,57.26923076923077,26.75,81.25
335861,Tuesday,57.223076923076924,46.55,69.55
335786,Saturday,57.20461538461538,36.5,79.45
335861,Friday,57.06230769230769,44.05,70.75
335751,Thursday,56.99615384615385,36.25,68.0
335576,Thursday,56.932307692307695,23.75,96.45
335050,Wednesday,56.84615384615385,0.0,111.25
335656,Wednesday,56.79846153846154,44.8,75.0
335539,Saturday,56.72538461538461,0.0,110.82
335604,Friday,56.67307692307692,22.5,82.25
335092,Wednesday,56.59615384615385,45.0,68.5
335229,Monday,56.42307692307692,28.25,90.75
335758,Thursday,56.26923076923077,31.5,86.5
335636,Monday,55.73923076923077,32.07,80.13
335399,Sunday,55.71153846153846,30.25,85.25
335394,Friday,55.69230769230769,38.0,84.5
335265,Sunday,55.57692307692308,41.75,79.0
335050,Monday,55.48230769230769,13.75,115.75
335655,Sunday,55.34615384615385,26.25,71.75
335775,Friday,55.28846153846154,21.25,73.75
335199,Tuesday,55.21153846153846,28.0,75.42
335425,Friday,55.17307692307692,13.0,89.25
335636,Friday,55.07692307692308,38.79,86.05
335196,Thursday,55.0,43.0,68.5
335210,Friday,54.909230769230774,14.05,69.51
335861,Wednesday,54.896153846153844,34.5,81.75
335210,Sunday,54.87,0.0,84.65
335394,Wednesday,54.86538461538461,31.75,66.0
335412,Wednesday,54.80769230769231,29.75,75.25
335306,Thursday,54.75,41.0,68.0
335655,Thursday,54.55769230769231,31.25,75.75
335539,Monday,54.52307692307692,0.0,96.17
335837,Saturday,54.38461538461539,15.5,89.5
335163,Monday,54.34615384615385,34.25,83.5
335232,Saturday,54.276923076923076,28.5,83.23
335541,Wednesday,54.26923076923077,32.25,96.75
335763,Sunday,54.26923076923077,37.25,74.25
335636,Sunday,54.26,30.14,76.45
335175,Tuesday,54.22076923076923,23.0,82.5
335767,Wednesday,54.12307692307692,35.6,72.9
335023,Sunday,54.11538461538461,29.5,83.5
335212,Tuesday,54.03,37.0,73.73
335306,Wednesday,53.994615384615386,40.75,64.5
335288,Thursday,53.925384615384615,29.11,75.05
335296,Saturday,53.78846153846154,0.0,127.25
335187,Friday,53.67923076923077,20.75,122.0
335753,Friday,53.66692307692308,35.48,75.52
335199,Wednesday,53.638461538461534,35.33,75.16
335786,Tuesday,53.533846153846156,31.27,76.17
335187,Thursday,53.50307692307692,18.0,97.91
335843,Thursday,53.36769230769231,40.43,73.7
335604,Tuesday,53.32692307692308,14.5,89.0
335030,Friday,53.32153846153846,36.5,71.25
335163,Sunday,53.11538461538461,21.25,92.75
335187,Monday,53.10846153846153,21.5,83.21
335163,Wednesday,52.96153846153846,43.25,66.0
335405,Sunday,52.73076923076923,14.75,97.75
335210,Saturday,52.65846153846154,20.77,71.96
335819,Friday,52.597692307692306,35.78,81.15
335604,Sunday,52.59615384615385,31.0,66.5
335632,Monday,52.59615384615385,34.5,73.0
335767,Monday,52.58461538461539,19.5,86.7
335606,Sunday,52.54615384615385,32.55,79.29
335583,Friday,52.50615384615385,14.5,108.5
335163,Tuesday,52.5,32.25,79.0
335746,Saturday,52.5,24.25,99.75
335197,Tuesday,52.36538461538461,22.5,88.75
335296,Friday,52.26923076923077,0.0,143.0
335199,Monday,52.08538461538462,24.48,92.7
335753,Thursday,51.96,35.95,66.23
335196,Wednesday,51.90384615384615,35.5,78.75
335092,Sunday,51.83307692307692,30.5,68.25
335666,Friday,51.66615384615385,38.44,73.53
335682,Monday,51.5,30.5,88.75
335677,Saturday,51.48076923076923,26.75,68.75
335014,Monday,51.25,28.5,76.25
335775,Monday,51.23076923076923,29.5,73.25
335656,Thursday,51.22692307692308,17.83,76.59
335187,Wednesday,51.105384615384615,15.18,89.76
335163,Friday,51.07692307692308,39.25,70.25
335539,Tuesday,51.02461538461538,0.0,83.33
335506,Saturday,50.90384615384615,27.5,66.5
335422,Sunday,50.86538461538461,25.25,93.75
335751,Friday,50.86538461538461,36.25,70.25
335092,Saturday,50.839999999999996,38.0,61.17
335682,Wednesday,50.78846153846154,20.0,88.0
335786,Thursday,50.76846153846154,31.1,63.94
335226,Tuesday,50.75,25.7,85.78
335412,Thursday,50.75,38.5,70.5
335288,Friday,50.73692307692307,30.16,67.71
335212,Wednesday,50.70692307692308,22.0,86.08
335539,Wednesday,50.68076923076923,0.0,101.1
335413,Tuesday,50.65384615384615,35.5,67.75
335248,Monday,50.65384615384615,37.75,73.75
335843,Wednesday,50.59076923076923,36.06,69.5
335394,Saturday,50.57692307692308,31.5,78.75
335810,Thursday,50.57076923076923,0.0,145.01
335229,Saturday,50.55769230769231,33.0,73.25
335541,Saturday,50.535384615384615,12.25,89.0
335248,Thursday,50.44230769230769,30.25,74.75
335606,Monday,50.340769230769226,37.21,68.04
335583,Monday,50.17307692307692,13.5,87.5
335789,Sunday,49.98769230769231,8.75,92.7
335763,Saturday,49.94230769230769,36.25,66.75
335786,Monday,49.93538461538461,26.0,71.23
335472,Wednesday,49.88461538461539,27.75,78.5
335506,Sunday,49.71153846153846,27.0,74.5
335682,Friday,49.71153846153846,23.25,74.5
335175,Wednesday,49.571538461538466,37.0,65.73
335576,Tuesday,49.519999999999996,15.42,76.62
335364,Wednesday,49.4076923076923,26.2,76.1
335801,Sunday,49.152307692307694,22.6,67.09
335609,Tuesday,49.07692307692308,37.25,59.25
335606,Saturday,49.059230769230766,36.16,69.99
335555,Tuesday,48.96153846153846,23.25,80.25
335229,Wednesday,48.90384615384615,31.25,64.5
335819,Monday,48.822307692307696,6.5,74.35
335682,Saturday,48.65384615384615,16.0,78.75
335459,Sunday,48.61538461538461,28.25,67.75
335196,Monday,48.55769230769231,28.75,65.25
335606,Tuesday,48.54923076923077,29.73,72.2
335861,Monday,48.526923076923076,32.0,67.95
335413,Friday,48.5,30.0,62.25
335837,Sunday,48.48076923076923,16.25,83.0
335210,Thursday,48.40615384615384,22.7,82.87
335767,Saturday,48.26153846153846,25.3,70.1
335394,Monday,48.25,19.75,68.5
335506,Tuesday,48.11538461538461,27.25,72.5
335296,Tuesday,48.05769230769231,0.0,128.0
335163,Thursday,47.98076923076923,31.25,67.0
335682,Sunday,47.94230769230769,23.25,74.25
335636,Tuesday,47.92153846153846,28.81,74.18
335506,Monday,47.88461538461539,22.0,88.5
335555,Thursday,47.78846153846154,30.0,64.75
335555,Saturday,47.78846153846154,32.5,66.75
335447,Sunday,47.72692307692308,14.51,104.69
335412,Monday,47.69230769230769,16.75,63.5
335487,Monday,47.65384615384615,16.0,73.5
335092,Friday,47.644615384615385,30.0,68.48
335014,Friday,47.57692307692308,6.0,69.5
335655,Wednesday,47.48076923076923,30.5,65.75
335229,Tuesday,47.42307692307692,15.25,68.5
335210,Tuesday,47.41692307692308,7.82,68.15
335425,Tuesday,47.26923076923077,16.75,63.0
335719,Tuesday,47.23076923076923,26.5,74.5
335604,Saturday,47.23076923076923,14.0,74.25
335541,Monday,47.23076923076923,26.5,73.0
335132,Sunday,47.19230769230769,7.0,103.75
335199,Sunday,47.02846153846154,26.88,73.83
335403,Monday,47.02153846153846,28.45,67.79
335196,Tuesday,47.0,28.75,62.5
335340,Friday,46.96153846153846,29.5,75.5
335413,Thursday,46.96153846153846,23.75,64.75
335161,Saturday,46.924615384615386,22.0,98.64
335422,Saturday,46.82692307692308,19.5,76.25
335422,Monday,46.75,24.5,71.0
335296,Monday,46.73076923076923,0.0,130.25
335425,Wednesday,46.59615384615385,21.0,71.75
335810,Friday,46.58923076923077,8.37,91.83
335545,Saturday,46.53846153846154,22.75,61.0
335506,Wednesday,46.5,21.0,86.75
335175,Sunday,46.42307692307692,27.75,80.5
335604,Thursday,46.30769230769231,15.25,73.5
335631,Tuesday,46.21153846153846,29.0,64.5
335763,Wednesday,46.07692307692308,21.0,79.5
335306,Friday,46.07692307692308,34.25,55.25
335229,Sunday,46.05769230769231,22.0,75.25
335197,Saturday,45.75,27.25,84.75
335232,Monday,45.723846153846154,22.7,71.25
335211,Saturday,45.69230769230769,0.0,79.0
335394,Sunday,45.63461538461539,15.25,78.25
335248,Saturday,45.59615384615385,31.25,67.5
335288,Tuesday,45.55076923076923,7.2,69.92
335256,Thursday,45.53846153846154,25.5,73.5
335306,Monday,45.51923076923077,23.0,63.75
335412,Sunday,45.48076923076923,22.0,71.0
335413,Wednesday,45.23076923076923,22.75,71.25
335719,Friday,45.21153846153846,23.0,61.0
335604,Wednesday,45.19230769230769,21.25,68.0
335413,Sunday,44.86538461538461,16.25,60.0
335763,Tuesday,44.84615384615385,28.25,73.5
335583,Wednesday,44.81923076923077,6.4,119.0
335092,Monday,44.53769230769231,22.68,61.0
335810,Sunday,44.53692307692308,16.2,80.98
335256,Wednesday,44.51923076923077,22.5,60.0
335655,Monday,44.51923076923077,18.5,67.25
335609,Friday,44.48076923076923,32.0,53.0
335403,Thursday,44.23384615384615,16.32,66.61
335592,Saturday,43.90384615384615,0.0,105.5
335175,Monday,43.574615384615385,27.47,69.22
335592,Wednesday,43.5,0.0,83.5
335425,Sunday,43.46153846153846,0.75,80.0
335406,Saturday,43.42307692307692,28.0,57.5
335583,Saturday,43.42307692307692,7.25,107.75
335767,Sunday,43.361538461538466,27.6,69.2
335030,Saturday,43.29384615384616,28.75,56.25
335096,Saturday,43.24923076923077,22.25,75.07
335576,Wednesday,42.95153846153846,21.45,62.18
335774,Saturday,42.88461538461539,16.5,64.6
335576,Saturday,42.88384615384616,15.15,67.89
335513,Saturday,42.76769230769231,17.4,76.1
335847,Saturday,42.69230769230769,28.25,58.0
335096,Friday,42.63230769230769,14.5,73.25
335210,Monday,42.55769230769231,1.5,67.19
335592,Tuesday,42.36538461538461,0.0,90.75
335226,Monday,42.17,15.25,74.08
335229,Thursday,42.07692307692308,27.5,66.25
335753,Monday,42.04769230769231,7.5,61.61
335403,Saturday,42.02153846153846,24.94,53.88
335185,Sunday,41.91923076923077,15.18,59.45
335719,Wednesday,41.88461538461539,15.0,73.75
335413,Monday,41.69230769230769,25.0,58.25
335248,Wednesday,41.65384615384615,23.5,59.25
335655,Tuesday,41.51923076923077,26.0,50.25
335753,Saturday,41.426923076923075,15.0,61.24
335271,Friday,41.40384615384615,13.25,72.75
335131,Thursday,41.36538461538461,19.25,67.25
335767,Thursday,41.361538461538466,20.8,82.3
335606,Friday,41.35846153846153,15.73,57.49
335028,Saturday,41.34615384615385,21.75,54.5
335635,Thursday,41.13461538461539,21.5,72.5
335840,Friday,41.08692307692308,24.25,53.0
335232,Sunday,41.04307692307692,22.55,77.72
335030,Sunday,41.01923076923077,27.0,57.75
335545,Tuesday,41.01923076923077,15.5,61.0
335763,Thursday,41.01153846153846,21.15,73.0
335555,Wednesday,40.98076923076923,29.0,72.25
335539,Sunday,40.92153846153846,0.0,75.12
335446,Friday,40.89692307692307,22.08,70.35
335609,Monday,40.86538461538461,23.25,54.0
335576,Sunday,40.68076923076923,0.0,70.32
335545,Sunday,40.57692307692308,21.5,74.0
335211,Sunday,40.51923076923077,0.0,71.5
335706,Wednesday,40.49230769230769,26.6,54.5
335545,Thursday,40.38461538461539,24.25,62.25
335650,Thursday,40.25076923076923,18.03,67.2
335650,Wednesday,40.23615384615385,19.5,66.1
335847,Thursday,40.17307692307692,21.25,56.5
335810,Saturday,40.112307692307695,3.0,83.86
335446,Saturday,40.060769230769225,21.0,57.03
335374,Monday,40.05769230769231,7.0,72.0
335248,Friday,40.01923076923077,16.0,70.75
335774,Friday,39.93076923076923,30.3,57.1
335632,Sunday,39.88461538461539,22.75,55.25
335271,Wednesday,39.71153846153846,28.0,52.25
335296,Sunday,39.53846153846154,0.0,106.0
335028,Friday,39.51923076923077,29.0,53.25
335719,Thursday,39.51538461538462,8.75,54.5
335767,Tuesday,39.5,19.3,64.7
335666,Saturday,39.34153846153846,22.15,52.12
335604,Monday,39.32692307692308,8.0,60.75
335131,Tuesday,39.26923076923077,21.0,61.5
335256,Saturday,39.26923076923077,21.0,52.75
335211,Monday,39.25,15.0,60.75
335161,Tuesday,39.23230769230769,7.75,74.52
335226,Thursday,39.15538461538461,16.9,55.5
335592,Sunday,39.11538461538461,0.0,117.0
335028,Sunday,39.0,21.5,72.25
335842,Friday,38.99384615384616,28.74,61.92
335161,Sunday,38.97153846153846,15.0,97.09
335669,Thursday,38.90384615384615,22.5,52.5
335677,Sunday,38.86538461538461,26.75,55.0
335774,Sunday,38.69230769230769,19.3,60.2
335229,Friday,38.46153846153846,22.75,62.75
335763,Friday,38.38461538461539,21.25,59.0
335340,Monday,38.38461538461539,14.5,58.25
335465,Thursday,38.25,14.25,62.0
335632,Tuesday,38.11538461538461,22.5,46.0
335028,Monday,38.03846153846154,29.5,52.0
335161,Monday,37.95538461538462,9.75,77.59
335710,Sunday,37.88461538461539,22.75,52.0
335746,Sunday,37.82692307692308,23.0,55.0
335374,Friday,37.71153846153846,11.5,62.25
335256,Friday,37.57692307692308,19.25,59.0
335014,Saturday,37.51923076923077,3.75,70.0
335592,Friday,37.44230769230769,0.0,78.5
335576,Friday,37.441538461538464,0.0,67.0
335706,Thursday,37.30769230769231,14.3,52.6
335226,Friday,37.293076923076924,13.58,76.47
335847,Friday,37.17307692307692,20.25,54.75
335104,Sunday,37.11538461538461,22.0,58.28
