WorkDate,day_of_week,CNA_contract_hours
2024-02-24,Saturday,14.25
2024-02-25,Sunday,7.25
2024-02-26,Monday,7.25
2024-02-27,Tuesday,7.5
2024-02-28,Wednesday,14.25
2024-02-29,Thursday,13.5
2024-03-01,Friday,0.0
2024-03-02,Saturday,7.25
2024-03-03,Sunday,0.0
2024-03-04,Monday,7.5
2024-03-05,Tuesday,14.25
2024-03-06,Wednesday,21.25
2024-03-07,Thursday,7.0
2024-03-08,Friday,0.0
2024-03-09,Saturday,7.25
2024-03-10,Sunday,7.0
2024-03-11,Monday,7.5
2024-03-12,Tuesday,14.25
2024-03-13,Wednesday,14.5
2024-03-14,Thursday,7.0
2024-03-15,Friday,0.0
2024-03-16,Saturday,7.5
2024-03-17,Sunday,7.25
2024-03-18,Monday,7.25
2024-03-19,Tuesday,21.5
2024-03-20,Wednesday,21.5
2024-03-21,Thursday,14.25
2024-03-22,Friday,0.0
2024-03-23,Saturday,7.25
2024-03-24,Sunday,7.25
2024-03-25,Monday,7.25
2024-03-26,Tuesday,7.25
2024-03-27,Wednesday,14.5
2024-03-28,Thursday,7.0
2024-03-29,Friday,0.0
2024-03-30,Saturday,7.25
2024-03-31,Sunday,7.75
2024-01-01,Monday,27.18
2024-01-02,Tuesday,41.97
2024-01-03,Wednesday,21.42
2024-01-04,Thursday,27.68
2024-01-05,Friday,28.8
2024-01-06,Saturday,31.98
2024-01-07,Sunday,15.62
2024-01-08,Monday,47.06
2024-01-09,Tuesday,36.52
2024-01-10,Wednesday,27.49
2024-01-11,Thursday,30.0
2024-01-12,Friday,14.18
2024-01-13,Saturday,21.58
2024-01-14,Sunday,34.95
2024-01-15,Monday,28.22
2024-01-16,Tuesday,35.75
2024-01-17,Wednesday,27.67
2024-01-18,Thursday,27.32
2024-01-19,Friday,29.5
2024-01-20,Saturday,22.55
2024-01-21,Sunday,41.54
2024-01-22,Monday,41.57
2024-01-23,Tuesday,21.42
2024-01-24,Wednesday,20.75
2024-01-25,Thursday,27.15
2024-01-26,Friday,13.17
2024-01-27,Saturday,13.5
2024-01-28,Sunday,27.54
2024-01-29,Monday,27.33
2024-01-30,Tuesday,22.03
2024-01-31,Wednesday,21.43
2024-02-01,Thursday,27.77
2024-02-02,Friday,20.15
2024-02-03,Saturday,10.9
2024-02-04,Sunday,8.68
2024-02-05,Monday,41.23
2024-02-06,Tuesday,47.41
2024-02-07,Wednesday,18.44
2024-02-08,Thursday,29.92
2024-02-09,Friday,20.25
2024-02-10,Saturday,14.5
2024-02-11,Sunday,28.03
2024-02-12,Monday,34.91
2024-02-13,Tuesday,14.22
2024-02-14,Wednesday,13.9
2024-02-15,Thursday,27.45
2024-02-16,Friday,22.33
2024-02-17,Saturday,27.0
2024-02-18,Sunday,8.8
2024-02-19,Monday,56.11
2024-02-20,Tuesday,36.01
2024-02-21,Wednesday,13.18
2024-02-22,Thursday,29.62
2024-02-23,Friday,34.43
2024-02-24,Saturday,29.62
2024-02-25,Sunday,35.25
2024-02-26,Monday,27.28
2024-02-27,Tuesday,15.58
2024-02-28,Wednesday,20.47
2024-02-29,Thursday,28.48
2024-03-01,Friday,21.02
2024-03-02,Saturday,14.68
2024-03-03,Sunday,34.57
2024-03-04,Monday,41.25
2024-03-05,Tuesday,34.4
2024-03-06,Wednesday,7.25
2024-03-07,Thursday,21.25
2024-03-08,Friday,13.97
2024-03-09,Saturday,13.82
2024-03-10,Sunday,34.9
2024-03-11,Monday,35.5
2024-03-12,Tuesday,21.93
2024-03-13,Wednesday,29.0
2024-03-14,Thursday,28.52
2024-03-15,Friday,21.75
2024-03-16,Saturday,21.75
2024-03-17,Sunday,32.0
2024-03-18,Monday,28.28
2024-03-19,Tuesday,19.8
2024-03-20,Wednesday,7.25
2024-03-21,Thursday,29.08
2024-03-22,Friday,7.25
2024-03-23,Saturday,21.75
2024-03-24,Sunday,35.87
2024-03-25,Monday,40.41
2024-03-26,Tuesday,33.5
2024-03-27,Wednesday,26.94
2024-03-28,Thursday,13.83
2024-03-29,Friday,22.2
2024-03-30,Saturday,29.3
2024-03-31,Sunday,34.65
2024-01-01,Monday,212.22
2024-01-02,Tuesday,174.64
2024-01-03,Wednesday,155.46
2024-01-04,Thursday,109.25
2024-01-05,Friday,145.69
2024-01-06,Saturday,149.07
2024-01-07,Sunday,179.71
2024-01-08,Monday,71.93
2024-01-09,Tuesday,150.57
2024-01-10,Wednesday,146.45
2024-01-11,Thursday,137.53
2024-01-12,Friday,100.37
2024-01-13,Saturday,125.32
2024-01-14,Sunday,135.26
2024-01-15,Monday,104.24
2024-01-16,Tuesday,124.19
2024-01-17,Wednesday,121.43
2024-01-18,Thursday,73.66
2024-01-19,Friday,90.24
2024-01-20,Saturday,114.92
2024-01-21,Sunday,87.96
2024-01-22,Monday,95.68
2024-01-23,Tuesday,101.19
2024-01-24,Wednesday,110.12
2024-01-25,Thursday,104.05
2024-01-26,Friday,157.02
2024-01-27,Saturday,125.9
2024-01-28,Sunday,114.52
2024-01-29,Monday,149.22
2024-01-30,Tuesday,108.28
2024-01-31,Wednesday,83.82
2024-02-01,Thursday,81.24
2024-02-02,Friday,108.0
2024-02-03,Saturday,94.64
2024-02-04,Sunday,45.07
2024-02-05,Monday,72.45
2024-02-06,Tuesday,77.57
2024-02-07,Wednesday,81.78
2024-02-08,Thursday,77.54
2024-02-09,Friday,83.18
2024-02-10,Saturday,111.95
2024-02-11,Sunday,116.93
2024-02-12,Monday,140.11
2024-02-13,Tuesday,106.97
2024-02-14,Wednesday,59.76
2024-02-15,Thursday,59.86
2024-02-16,Friday,62.58
2024-02-17,Saturday,77.52
2024-02-18,Sunday,85.77
2024-02-19,Monday,87.71
2024-02-20,Tuesday,121.82
2024-02-21,Wednesday,86.8
2024-02-22,Thursday,86.31
2024-02-23,Friday,71.27
2024-02-24,Saturday,58.7
2024-02-25,Sunday,93.38
2024-02-26,Monday,103.68
2024-02-27,Tuesday,79.66
2024-02-28,Wednesday,81.24
2024-02-29,Thursday,64.25
2024-03-01,Friday,86.27
2024-03-02,Saturday,92.69
2024-03-03,Sunday,73.51
2024-03-04,Monday,59.83
2024-03-05,Tuesday,79.6
2024-03-06,Wednesday,86.4
2024-03-07,Thursday,112.4
2024-03-08,Friday,89.61
2024-03-09,Saturday,65.82
2024-03-10,Sunday,81.89
2024-03-11,Monday,110.52
2024-03-12,Tuesday,101.12
2024-03-13,Wednesday,109.79
2024-03-14,Thursday,58.0
2024-03-15,Friday,61.84
2024-03-16,Saturday,76.66
2024-03-17,Sunday,96.31
2024-03-18,Monday,105.44
2024-03-19,Tuesday,103.9
2024-03-20,Wednesday,92.95
2024-03-21,Thursday,106.8
2024-03-22,Friday,82.43
2024-03-23,Saturday,88.9
2024-03-24,Sunday,93.87
2024-03-25,Monday,80.48
2024-03-26,Tuesday,145.47
2024-03-27,Wednesday,100.42
2024-03-28,Thursday,107.65
2024-03-29,Friday,128.35
2024-03-30,Saturday,105.7
2024-03-31,Sunday,215.25
2024-01-01,Monday,0.0
2024-01-02,Tuesday,0.0
2024-01-03,Wednesday,0.0
2024-01-04,Thursday,0.0
2024-01-05,Friday,0.0
2024-01-06,Saturday,0.0
2024-01-07,Sunday,0.0
2024-01-08,Monday,0.0
2024-01-09,Tuesday,0.0
2024-01-10,Wednesday,0.0
2024-01-11,Thursday,0.0
2024-01-12,Friday,0.0
2024-01-13,Saturday,0.0
2024-01-14,Sunday,0.0
2024-01-15,Monday,0.0
2024-01-16,Tuesday,0.0
2024-01-17,Wednesday,0.0
2024-01-18,Thursday,0.0
2024-01-19,Friday,0.0
2024-01-20,Saturday,0.0
2024-01-21,Sunday,0.0
2024-01-22,Monday,0.0
2024-01-23,Tuesday,0.0
2024-01-24,Wednesday,0.0
2024-01-25,Thursday,0.0
2024-01-26,Friday,0.0
2024-01-27,Saturday,0.0
2024-01-28,Sunday,0.0
2024-01-29,Monday,0.0
2024-01-30,Tuesday,0.0
2024-01-31,Wednesday,0.0
2024-02-01,Thursday,0.0
2024-02-02,Friday,0.0
2024-02-03,Saturday,0.0
2024-02-04,Sunday,0.0
2024-02-05,Monday,0.0
2024-02-06,Tuesday,0.0
2024-02-07,Wednesday,0.0
2024-02-08,Thursday,0.0
2024-02-09,Friday,0.0
2024-02-10,Saturday,0.0
2024-02-11,Sunday,0.0
2024-02-12,Monday,0.0
2024-02-13,Tuesday,0.0
2024-02-14,Wednesday,0.0
2024-02-15,Thursday,0.0
2024-02-16,Friday,0.0
2024-02-17,Saturday,0.0
2024-02-18,Sunday,0.0
2024-02-19,Monday,0.0
2024-02-20,Tuesday,0.0
2024-02-21,Wednesday,0.0
2024-02-22,Thursday,0.0
2024-02-23,Friday,0.0
2024-02-24,Saturday,0.0
2024-02-25,Sunday,0.0
2024-02-26,Monday,0.0
2024-02-27,Tuesday,0.0
2024-02-28,Wednesday,0.0
2024-02-29,Thursday,0.0
2024-03-01,Friday,0.0
2024-03-02,Saturday,0.0
2024-03-03,Sunday,0.0
2024-03-04,Monday,0.0
2024-03-05,Tuesday,0.0
2024-03-06,Wednesday,0.0
2024-03-07,Thursday,0.0
2024-03-08,Friday,0.0
2024-03-09,Saturday,0.0
2024-03-10,Sunday,0.0
2024-03-11,Monday,0.0
2024-03-12,Tuesday,0.0
2024-03-13,Wednesday,0.0
2024-03-14,Thursday,0.0
2024-03-15,Friday,0.0
2024-03-16,Saturday,0.0
2024-03-17,Sunday,0.0
2024-03-18,Monday,0.0
2024-03-19,Tuesday,0.0
2024-03-20,Wednesday,0.0
2024-03-21,Thursday,0.0
2024-03-22,Friday,0.0
2024-03-23,Saturday,0.0
2024-03-24,Sunday,0.0
2024-03-25,Monday,0.0
2024-03-26,Tuesday,0.0
2024-03-27,Wednesday,0.0
2024-03-28,Thursday,0.0
2024-03-29,Friday,0.0
2024-03-30,Saturday,0.0
2024-03-31,Sunday,0.0
2024-01-01,Monday,63.5
2024-01-02,Tuesday,51.0
2024-01-03,Wednesday,41.0
2024-01-04,Thursday,60.42
2024-01-05,Friday,64.25
2024-01-06,Saturday,48.25
2024-01-07,Sunday,36.25
2024-01-08,Monday,37.25
2024-01-09,Tuesday,59.5
2024-01-10,Wednesday,40.5
2024-01-11,Thursday,67.5
2024-01-12,Friday,54.17
2024-01-13,Saturday,58.5
2024-01-14,Sunday,30.75
2024-01-15,Monday,40.75
2024-01-16,Tuesday,45.75
2024-01-17,Wednesday,47.5
2024-01-18,Thursday,39.5
2024-01-19,Friday,49.25
2024-01-20,Saturday,66.25
2024-01-21,Sunday,52.5
2024-01-22,Monday,46.25
2024-01-23,Tuesday,50.5
2024-01-24,Wednesday,41.0
2024-01-25,Thursday,61.25
2024-01-26,Friday,46.25
2024-01-27,Saturday,47.75
2024-01-28,Sunday,63.0
2024-01-29,Monday,48.8
2024-01-30,Tuesday,53.75
2024-01-31,Wednesday,37.0
2024-02-01,Thursday,58.0
2024-02-02,Friday,50.75
2024-02-03,Saturday,63.0
2024-02-04,Sunday,43.0
2024-02-05,Monday,43.25
2024-02-06,Tuesday,45.5
2024-02-07,Wednesday,42.5
2024-02-08,Thursday,65.25
2024-02-09,Friday,50.13
2024-02-10,Saturday,65.0
2024-02-11,Sunday,53.75
2024-02-12,Monday,33.25
2024-02-13,Tuesday,23.0
2024-02-14,Wednesday,58.75
2024-02-15,Thursday,49.75
2024-02-16,Friday,67.37
2024-02-17,Saturday,69.25
2024-02-18,Sunday,58.0
2024-02-19,Monday,51.48
2024-02-20,Tuesday,61.25
2024-02-21,Wednesday,59.0
2024-02-22,Thursday,70.33
2024-02-23,Friday,70.5
2024-02-24,Saturday,45.0
2024-02-25,Sunday,29.5
2024-02-26,Monday,30.75
2024-02-27,Tuesday,46.0
2024-02-28,Wednesday,45.75
2024-02-29,Thursday,52.0
2024-03-01,Friday,72.5
2024-03-02,Saturday,50.5
2024-03-03,Sunday,27.75
2024-03-04,Monday,27.47
2024-03-05,Tuesday,55.37
2024-03-06,Wednesday,50.2
2024-03-07,Thursday,55.25
2024-03-08,Friday,46.0
2024-03-09,Saturday,47.32
2024-03-10,Sunday,51.75
2024-03-11,Monday,42.5
2024-03-12,Tuesday,54.25
2024-03-13,Wednesday,60.5
2024-03-14,Thursday,71.2
2024-03-15,Friday,61.75
2024-03-16,Saturday,74.5
2024-03-17,Sunday,35.75
2024-03-18,Monday,32.0
2024-03-19,Tuesday,82.5
2024-03-20,Wednesday,65.73
2024-03-21,Thursday,97.5
2024-03-22,Friday,46.25
2024-03-23,Saturday,53.5
2024-03-24,Sunday,80.5
2024-03-25,Monday,69.22
2024-03-26,Tuesday,76.5
2024-03-27,Wednesday,55.0
2024-03-28,Thursday,85.14
2024-03-29,Friday,95.93
2024-03-30,Saturday,75.5
2024-03-31,Sunday,41.0
2024-01-01,Monday,0.0
2024-01-02,Tuesday,0.0
2024-01-03,Wednesday,0.0
2024-01-04,Thursday,0.0
2024-01-05,Friday,0.0
2024-01-06,Saturday,0.0
2024-01-07,Sunday,0.0
2024-01-08,Monday,0.0
2024-01-09,Tuesday,0.0
2024-01-10,Wednesday,0.0
2024-01-11,Thursday,0.0
2024-01-12,Friday,0.0
2024-01-13,Saturday,0.0
2024-01-14,Sunday,0.0
2024-01-15,Monday,0.0
2024-01-16,Tuesday,0.0
2024-01-17,Wednesday,0.0
2024-01-18,Thursday,0.0
2024-01-19,Friday,0.0
2024-01-20,Saturday,0.0
2024-01-21,Sunday,0.0
2024-01-22,Monday,0.0
2024-01-23,Tuesday,0.0
2024-01-24,Wednesday,0.0
2024-01-25,Thursday,0.0
2024-01-26,Friday,0.0
2024-01-27,Saturday,0.0
2024-01-28,Sunday,0.0
2024-01-29,Monday,0.0
2024-01-30,Tuesday,0.0
2024-01-31,Wednesday,0.0
2024-02-01,Thursday,0.0
2024-02-02,Friday,0.0
2024-02-03,Saturday,0.0
2024-02-04,Sunday,0.0
2024-02-05,Monday,0.0
2024-02-06,Tuesday,0.0
2024-02-07,Wednesday,0.0
2024-02-08,Thursday,0.0
2024-02-09,Friday,0.0
2024-02-10,Saturday,0.0
2024-02-11,Sunday,0.0
2024-02-12,Monday,0.0
2024-02-13,Tuesday,0.0
2024-02-14,Wednesday,0.0
2024-02-15,Thursday,0.0
2024-02-16,Friday,0.0
2024-02-17,Saturday,0.0
2024-02-18,Sunday,0.0
2024-02-19,Monday,0.0
2024-02-20,Tuesday,0.0
2024-02-21,Wednesday,0.0
2024-02-22,Thursday,0.0
2024-02-23,Friday,0.0
2024-02-24,Saturday,0.0
2024-02-25,Sunday,0.0
2024-02-26,Monday,0.0
2024-02-27,Tuesday,0.0
2024-02-28,Wednesday,0.0
2024-02-29,Thursday,0.0
2024-03-01,Friday,0.0
2024-03-02,Saturday,0.0
2024-03-03,Sunday,0.0
2024-03-04,Monday,0.0
2024-03-05,Tuesday,0.0
2024-03-06,Wednesday,0.0
2024-03-07,Thursday,0.0
2024-03-08,Friday,0.0
2024-03-09,Saturday,0.0
2024-03-10,Sunday,0.0
2024-03-11,Monday,0.0
2024-03-12,Tuesday,0.0
2024-03-13,Wednesday,0.0
2024-03-14,Thursday,0.0
2024-03-15,Friday,0.0
2024-03-16,Saturday,0.0
2024-03-17,Sunday,0.0
2024-03-18,Monday,0.0
2024-03-19,Tuesday,0.0
2024-03-20,Wednesday,0.0
2024-03-21,Thursday,0.0
2024-03-22,Friday,0.0
2024-03-23,Saturday,0.0
2024-03-24,Sunday,0.0
2024-03-25,Monday,0.0
2024-03-26,Tuesday,0.0
2024-03-27,Wednesday,0.0
2024-03-28,Thursday,0.0
2024-03-29,Friday,0.0
2024-03-30,Saturday,0.0
2024-03-31,Sunday,0.0
2024-01-01,Monday,98.0
2024-01-02,Tuesday,93.5
2024-01-03,Wednesday,103.5
2024-01-04,Thursday,131.75
2024-01-05,Friday,118.0
2024-01-06,Saturday,112.0
2024-01-07,Sunday,95.25
2024-01-08,Monday,113.75
2024-01-09,Tuesday,119.25
2024-01-10,Wednesday,132.25
2024-01-11,Thursday,138.25
2024-01-12,Friday,132.0
2024-01-13,Saturday,107.0
2024-01-14,Sunday,71.0
2024-01-15,Monday,120.0
2024-01-16,Tuesday,121.75
2024-01-17,Wednesday,113.75
2024-01-18,Thursday,109.0
2024-01-19,Friday,125.5
2024-01-20,Saturday,141.5
2024-01-21,Sunday,91.25
2024-01-22,Monday,119.75
2024-01-23,Tuesday,100.0
2024-01-24,Wednesday,139.5
2024-01-25,Thursday,124.75
2024-01-26,Friday,130.75
2024-01-27,Saturday,107.0
2024-01-28,Sunday,75.25
2024-01-29,Monday,104.25
2024-01-30,Tuesday,139.0
2024-01-31,Wednesday,193.75
2024-02-01,Thursday,162.0
2024-02-02,Friday,143.75
2024-02-03,Saturday,141.5
2024-02-04,Sunday,111.25
2024-02-05,Monday,161.25
2024-02-06,Tuesday,157.75
2024-02-07,Wednesday,173.25
2024-02-08,Thursday,121.75
2024-02-09,Friday,133.0
2024-02-10,Saturday,125.25
2024-02-11,Sunday,109.0
2024-02-12,Monday,98.75
2024-02-13,Tuesday,124.0
2024-02-14,Wednesday,147.25
2024-02-15,Thursday,130.25
2024-02-16,Friday,130.75
2024-02-17,Saturday,134.25
2024-02-18,Sunday,110.5
2024-02-19,Monday,150.75
2024-02-20,Tuesday,121.25
2024-02-21,Wednesday,141.25
2024-02-22,Thursday,120.25
2024-02-23,Friday,106.5
2024-02-24,Saturday,138.5
2024-02-25,Sunday,102.75
2024-02-26,Monday,93.25
2024-02-27,Tuesday,126.75
2024-02-28,Wednesday,133.75
2024-02-29,Thursday,135.0
2024-03-01,Friday,115.5
2024-03-02,Saturday,124.25
2024-03-03,Sunday,124.75
2024-03-04,Monday,133.25
2024-03-05,Tuesday,114.75
2024-03-06,Wednesday,118.0
2024-03-07,Thursday,139.25
2024-03-08,Friday,118.5
2024-03-09,Saturday,123.75
2024-03-10,Sunday,98.25
2024-03-11,Monday,86.0
2024-03-12,Tuesday,146.25
2024-03-13,Wednesday,141.25
2024-03-14,Thursday,115.25
2024-03-15,Friday,126.0
2024-03-16,Saturday,107.0
2024-03-17,Sunday,119.5
2024-03-18,Monday,155.5
2024-03-19,Tuesday,148.25
2024-03-20,Wednesday,142.75
2024-03-21,Thursday,126.0
2024-03-22,Friday,120.0
2024-03-23,Saturday,123.25
2024-03-24,Sunday,106.0
2024-03-25,Monday,99.75
2024-03-26,Tuesday,138.25
2024-03-27,Wednesday,143.75
2024-03-28,Thursday,144.5
2024-03-29,Friday,148.25
2024-03-30,Saturday,114.75
2024-03-31,Sunday,127.25
2024-01-01,Monday,0.0
2024-01-02,Tuesday,0.0
2024-01-03,Wednesday,0.0
2024-01-04,Thursday,0.0
2024-01-05,Friday,0.0
2024-01-06,Saturday,0.0
2024-01-07,Sunday,0.0
2024-01-08,Monday,0.0
2024-01-09,Tuesday,0.0
2024-01-10,Wednesday,0.0
2024-01-11,Thursday,0.0
2024-01-12,Friday,0.0
2024-01-13,Saturday,0.0
2024-01-14,Sunday,0.0
2024-01-15,Monday,0.0
2024-01-16,Tuesday,0.0
2024-01-17,Wednesday,0.0
2024-01-18,Thursday,0.0
2024-01-19,Friday,0.0
2024-01-20,Saturday,0.0
2024-01-21,Sunday,0.0
2024-01-22,Monday,0.0
2024-01-23,Tuesday,0.0
2024-01-24,Wednesday,0.0
2024-01-25,Thursday,0.0
2024-01-26,Friday,0.0
2024-01-27,Saturday,0.0
2024-01-28,Sunday,0.0
2024-01-29,Monday,0.0
2024-01-30,Tuesday,0.0
2024-01-31,Wednesday,0.0
2024-02-01,Thursday,0.0
2024-02-02,Friday,0.0
2024-02-03,Saturday,0.0
2024-02-04,Sunday,0.0
2024-02-05,Monday,0.0
2024-02-06,Tuesday,0.0
2024-02-07,Wednesday,0.0
2024-02-08,Thursday,0.0
2024-02-09,Friday,0.0
2024-02-10,Saturday,0.0
2024-02-11,Sunday,0.0
2024-02-12,Monday,0.0
2024-02-13,Tuesday,0.0
2024-02-14,Wednesday,0.0
2024-02-15,Thursday,0.0
2024-02-16,Friday,0.0
2024-02-17,Saturday,0.0
2024-02-18,Sunday,0.0
2024-02-19,Monday,0.0
2024-02-20,Tuesday,0.0
2024-02-21,Wednesday,0.0
2024-02-22,Thursday,0.0
2024-02-23,Friday,0.0
2024-02-24,Saturday,0.0
2024-02-25,Sunday,0.0
2024-02-26,Monday,0.0
2024-02-27,Tuesday,0.0
2024-02-28,Wednesday,0.0
2024-02-29,Thursday,0.0
2024-03-01,Friday,0.0
2024-03-02,Saturday,0.0
2024-03-03,Sunday,0.0
2024-03-04,Monday,0.0
2024-03-05,Tuesday,0.0
2024-03-06,Wednesday,0.0
2024-03-07,Thursday,0.0
2024-03-08,Friday,0.0
2024-03-09,Saturday,0.0
2024-03-10,Sunday,0.0
2024-03-11,Monday,0.0
2024-03-12,Tuesday,0.0
2024-03-13,Wednesday,0.0
2024-03-14,Thursday,0.0
2024-03-15,Friday,0.0
2024-03-16,Saturday,0.0
2024-03-17,Sunday,0.0
2024-03-18,Monday,0.0
2024-03-19,Tuesday,0.0
2024-03-20,Wednesday,0.0
2024-03-21,Thursday,0.0
2024-03-22,Friday,0.0
2024-03-23,Saturday,0.0
2024-03-24,Sunday,0.0
2024-03-25,Monday,0.0
2024-03-26,Tuesday,0.0
2024-03-27,Wednesday,0.0
2024-03-28,Thursday,0.0
2024-03-29,Friday,0.0
2024-03-30,Saturday,0.0
2024-03-31,Sunday,0.0
2024-01-01,Monday,6.45
2024-01-02,Tuesday,13.26
2024-01-03,Wednesday,22.87
2024-01-04,Thursday,26.04
2024-01-05,Friday,16.81
2024-01-06,Saturday,5.75
2024-01-07,Sunday,14.53
2024-01-08,Monday,14.87
2024-01-09,Tuesday,11.55
2024-01-10,Wednesday,13.28
2024-01-11,Thursday,19.45
2024-01-12,Friday,19.12
2024-01-13,Saturday,11.83
2024-01-14,Sunday,6.3
2024-01-15,Monday,13.3
2024-01-16,Tuesday,11.88
2024-01-17,Wednesday,7.83
2024-01-18,Thursday,5.55
2024-01-19,Friday,13.32
2024-01-20,Saturday,20.02
2024-01-21,Sunday,14.37
2024-01-22,Monday,15.31
2024-01-23,Tuesday,6.2
2024-01-24,Wednesday,0.0
2024-01-25,Thursday,5.55
2024-01-26,Friday,11.55
2024-01-27,Saturday,11.83
2024-01-28,Sunday,13.7
2024-01-29,Monday,10.32
2024-01-30,Tuesday,19.53
2024-01-31,Wednesday,6.93
2024-02-01,Thursday,13.32
2024-02-02,Friday,25.83
2024-02-03,Saturday,20.59
2024-02-04,Sunday,18.32
2024-02-05,Monday,12.74
2024-02-06,Tuesday,7.05
2024-02-07,Wednesday,17.88
2024-02-08,Thursday,17.33
2024-02-09,Friday,6.35
2024-02-10,Saturday,11.77
2024-02-11,Sunday,0.0
2024-02-12,Monday,10.5
2024-02-13,Tuesday,19.72
2024-02-14,Wednesday,5.5
2024-02-15,Thursday,11.5
2024-02-16,Friday,23.5
2024-02-17,Saturday,22.07
2024-02-18,Sunday,7.68
2024-02-19,Monday,14.02
2024-02-20,Tuesday,14.49
2024-02-21,Wednesday,5.83
2024-02-22,Thursday,10.18
2024-02-23,Friday,17.15
2024-02-24,Saturday,7.03
2024-02-25,Sunday,9.17
2024-02-26,Monday,12.32
2024-02-27,Tuesday,11.23
2024-02-28,Wednesday,10.35
2024-02-29,Thursday,11.25
2024-03-01,Friday,7.5
2024-03-02,Saturday,19.2
2024-03-03,Sunday,15.08
2024-03-04,Monday,23.66
2024-03-05,Tuesday,16.53
2024-03-06,Wednesday,10.77
2024-03-07,Thursday,16.81
2024-03-08,Friday,11.76
2024-03-09,Saturday,7.0
2024-03-10,Sunday,8.92
2024-03-11,Monday,13.96
2024-03-12,Tuesday,27.14
2024-03-13,Wednesday,22.02
2024-03-14,Thursday,4.85
2024-03-15,Friday,7.03
2024-03-16,Saturday,34.6
2024-03-17,Sunday,20.64
2024-03-18,Monday,29.59
2024-03-19,Tuesday,17.83
2024-03-20,Wednesday,25.96
2024-03-21,Thursday,17.51
2024-03-22,Friday,8.37
2024-03-23,Saturday,13.68
2024-03-24,Sunday,16.2
2024-03-25,Monday,17.68
2024-03-26,Tuesday,29.8
2024-03-27,Wednesday,33.34
2024-03-28,Thursday,30.35
2024-03-29,Friday,18.74
2024-03-30,Saturday,19.68
2024-03-31,Sunday,18.12
2024-01-01,Monday,0.0
2024-01-02,Tuesday,0.0
2024-01-03,Wednesday,0.0
2024-01-04,Thursday,0.0
2024-01-05,Friday,0.0
2024-01-06,Saturday,0.0
2024-01-07,Sunday,0.0
2024-01-08,Monday,0.0
2024-01-09,Tuesday,0.0
2024-01-10,Wednesday,0.0
2024-01-11,Thursday,0.0
2024-01-12,Friday,0.0
2024-01-13,Saturday,0.0
2024-01-14,Sunday,0.0
2024-01-15,Monday,0.0
2024-01-16,Tuesday,0.0
2024-01-17,Wednesday,0.0
2024-01-18,Thursday,0.0
2024-01-19,Friday,0.0
2024-01-20,Saturday,0.0
2024-01-21,Sunday,0.0
2024-01-22,Monday,0.0
2024-01-23,Tuesday,0.0
2024-01-24,Wednesday,0.0
2024-01-25,Thursday,0.0
2024-01-26,Friday,0.0
2024-01-27,Saturday,0.0
2024-01-28,Sunday,0.0
2024-01-29,Monday,0.0
2024-01-30,Tuesday,0.0
2024-01-31,Wednesday,0.0
2024-02-01,Thursday,0.0
2024-02-02,Friday,0.0
2024-02-03,Saturday,0.0
2024-02-04,Sunday,0.0
2024-02-05,Monday,0.0
2024-02-06,Tuesday,0.0
2024-02-07,Wednesday,0.0
2024-02-08,Thursday,0.0
2024-02-09,Friday,0.0
2024-02-10,Saturday,0.0
2024-02-11,Sunday,0.0
2024-02-12,Monday,0.0
2024-02-13,Tuesday,0.0
2024-02-14,Wednesday,0.0
2024-02-15,Thursday,0.0
2024-02-16,Friday,0.0
2024-02-17,Saturday,0.0
2024-02-18,Sunday,0.0
2024-02-19,Monday,0.0
2024-02-20,Tuesday,0.0
2024-02-21,Wednesday,0.0
2024-02-22,Thursday,0.0
2024-02-23,Friday,0.0
2024-02-24,Saturday,0.0
2024-02-25,Sunday,0.0
2024-02-26,Monday,0.0
2024-02-27,Tuesday,0.0
2024-02-28,Wednesday,0.0
2024-02-29,Thursday,0.0
2024-03-01,Friday,0.0
2024-03-02,Saturday,0.0
2024-03-03,Sunday,0.0
2024-03-04,Monday,0.0
2024-03-05,Tuesday,0.0
2024-03-06,Wednesday,0.0
2024-03-07,Thursday,0.0
2024-03-08,Friday,0.0
2024-03-09,Saturday,0.0
2024-03-10,Sunday,0.0
2024-03-11,Monday,0.0
2024-03-12,Tuesday,0.0
2024-03-13,Wednesday,0.0
2024-03-14,Thursday,0.0
2024-03-15,Friday,0.0
2024-03-16,Saturday,0.0
2024-03-17,Sunday,0.0
2024-03-18,Monday,0.0
2024-03-19,Tuesday,0.0
2024-03-20,Wednesday,0.0
2024-03-21,Thursday,0.0
2024-03-22,Friday,0.0
2024-03-23,Saturday,0.0
2024-03-24,Sunday,0.0
2024-03-25,Monday,0.0
2024-03-26,Tuesday,0.0
2024-03-27,Wednesday,0.0
2024-03-28,Thursday,0.0
2024-03-29,Friday,0.0
2024-03-30,Saturday,0.0
2024-03-31,Sunday,0.0
2024-01-01,Monday,45.7
2024-01-02,Tuesday,7.53
2024-01-03,Wednesday,14.99
2024-01-04,Thursday,38.0
2024-01-05,Friday,7.32
2024-01-06,Saturday,30.44
2024-01-07,Sunday,46.08
2024-01-08,Monday,12.97
2024-01-09,Tuesday,23.4
2024-01-10,Wednesday,14.92
2024-01-11,Thursday,22.22
2024-01-12,Friday,15.25
2024-01-13,Saturday,6.63
2024-01-14,Sunday,15.18
2024-01-15,Monday,48.49
2024-01-16,Tuesday,0.0
2024-01-17,Wednesday,15.15
